question,answer
Khoa Y học cổ truyền làm việc khi nào?,"Khoa Y học cổ truyền làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Tôi muốn gặp bác sĩ chuyên về viêm da,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Triệu chứng phát ban có nguy hiểm không?,Triệu chứng phát ban có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ nội soi có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ nội soi."
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tim mạch.
Tôi có thể đặt lịch khám Phục hồi chức năng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Phục hồi chức năng qua website hoặc tổng đài.
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Triệu chứng chóng mặt có nguy hiểm không?,Triệu chứng chóng mặt có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
Tôi có thể đặt lịch khám Tai Mũi Họng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tai Mũi Họng qua website hoặc tổng đài.
Khoa Cơ xương khớp làm việc khi nào?,"Khoa Cơ xương khớp làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về suy tim,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Da liễu.
Giá khám ở khoa Mắt là bao nhiêu?,Chi phí khám ở khoa Mắt phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Bệnh viện có khoa Nội không?,"Có, bệnh viện có chuyên khoa Nội."
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Bệnh viện có khoa Tim mạch không?,"Có, bệnh viện có chuyên khoa Tim mạch."
Bệnh viện có khoa Ngoại không?,"Có, bệnh viện có chuyên khoa Ngoại."
"Tôi bị phát ban, sốt, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi có thể đặt lịch khám Da liễu ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Da liễu qua website hoặc tổng đài.
Khoa Răng Hàm Mặt làm việc khi nào?,"Khoa Răng Hàm Mặt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về viêm da,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm da.
Giá khám ở khoa Tiêu hóa là bao nhiêu?,Chi phí khám ở khoa Tiêu hóa phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
"Tôi bị sưng khớp, đau họng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Khoa Tim mạch làm việc khi nào?,"Khoa Tim mạch làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về đau thần kinh tọa,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau thần kinh tọa.
"Tôi bị buồn nôn, đau ngực, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Triệu chứng ho có nguy hiểm không?,Triệu chứng ho có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Dịch vụ xét nghiệm máu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ xét nghiệm máu."
Tôi có thể đặt lịch khám Nhi ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nhi qua website hoặc tổng đài.
Tôi cần tư vấn về đau thần kinh tọa,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau thần kinh tọa.
Tôi muốn gặp bác sĩ chuyên về viêm da,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Bệnh viện có khoa Hô hấp không?,"Có, bệnh viện có chuyên khoa Hô hấp."
Triệu chứng đau đầu có nguy hiểm không?,Triệu chứng đau đầu có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Khoa Tiêu hóa làm việc khi nào?,"Khoa Tiêu hóa làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Ngoại.
Tôi cần tư vấn về trầm cảm,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về trầm cảm.
Tôi cần tư vấn về viêm khớp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm khớp.
Triệu chứng tiêu chảy có nguy hiểm không?,Triệu chứng tiêu chảy có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tai Mũi Họng.
Triệu chứng đau đầu có nguy hiểm không?,Triệu chứng đau đầu có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Triệu chứng khó thở có nguy hiểm không?,Triệu chứng khó thở có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi có thể đặt lịch khám Ngoại ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Ngoại qua website hoặc tổng đài.
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Giá khám ở khoa Da liễu là bao nhiêu?,Chi phí khám ở khoa Da liễu phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Bệnh viện có khoa Tiêu hóa không?,"Có, bệnh viện có chuyên khoa Tiêu hóa."
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
Tôi cần tư vấn về suy tim,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về suy tim.
Triệu chứng ho có nguy hiểm không?,Triệu chứng ho có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
"Tôi bị phát ban, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Mắt để được bác sĩ thăm khám.
Dịch vụ tiêm chủng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tiêm chủng."
Khoa Hô hấp làm việc khi nào?,"Khoa Hô hấp làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Da liễu làm việc khi nào?,"Khoa Da liễu làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Mắt.
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Khoa Y học cổ truyền làm việc khi nào?,"Khoa Y học cổ truyền làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Mắt làm việc khi nào?,"Khoa Mắt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị đau ngực, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tiêu hóa để được bác sĩ thăm khám.
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
Bệnh viện có khoa Tim mạch không?,"Có, bệnh viện có chuyên khoa Tim mạch."
Bệnh viện có khoa Tiêu hóa không?,"Có, bệnh viện có chuyên khoa Tiêu hóa."
Bệnh viện có khoa Tai Mũi Họng không?,"Có, bệnh viện có chuyên khoa Tai Mũi Họng."
"Tôi bị tiêu chảy, chán ăn, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi muốn gặp bác sĩ chuyên về suy tim,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nội.
Khoa Mắt làm việc khi nào?,"Khoa Mắt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi có thể đặt lịch khám Tim mạch ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tim mạch qua website hoặc tổng đài.
Tôi cần tư vấn về cao huyết áp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về cao huyết áp.
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Bệnh viện có khoa Nội không?,"Có, bệnh viện có chuyên khoa Nội."
Giá khám ở khoa Tai Mũi Họng là bao nhiêu?,Chi phí khám ở khoa Tai Mũi Họng phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ tiêm chủng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tiêm chủng."
Triệu chứng đau lưng có nguy hiểm không?,Triệu chứng đau lưng có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Bệnh viện có khoa Hô hấp không?,"Có, bệnh viện có chuyên khoa Hô hấp."
Triệu chứng tiêu chảy có nguy hiểm không?,Triệu chứng tiêu chảy có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Khoa Phục hồi chức năng làm việc khi nào?,"Khoa Phục hồi chức năng làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Tiêu hóa làm việc khi nào?,"Khoa Tiêu hóa làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi có thể đặt lịch khám Y học cổ truyền ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Y học cổ truyền qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về cao huyết áp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Hô hấp.
Giá khám ở khoa Nội là bao nhiêu?,Chi phí khám ở khoa Nội phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Bệnh viện có khoa Nội không?,"Có, bệnh viện có chuyên khoa Nội."
Bệnh viện có khoa Sản không?,"Có, bệnh viện có chuyên khoa Sản."
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Tôi cần tư vấn về viêm phổi,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm phổi.
Khoa Nhi làm việc khi nào?,"Khoa Nhi làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
Triệu chứng chóng mặt có nguy hiểm không?,Triệu chứng chóng mặt có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
"Tôi bị ngứa, sụt cân, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi có thể đặt lịch khám Nội ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nội qua website hoặc tổng đài.
"Tôi bị đau lưng, mệt mỏi, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
Bệnh viện có khoa Nội không?,"Có, bệnh viện có chuyên khoa Nội."
Bệnh viện có khoa Sản không?,"Có, bệnh viện có chuyên khoa Sản."
Giá khám ở khoa Da liễu là bao nhiêu?,Chi phí khám ở khoa Da liễu phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Khoa Răng Hàm Mặt làm việc khi nào?,"Khoa Răng Hàm Mặt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị đau mắt, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Y học cổ truyền để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Giá khám ở khoa Thần kinh là bao nhiêu?,Chi phí khám ở khoa Thần kinh phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị khó thở, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nhi để được bác sĩ thăm khám.
"Tôi bị tiêu chảy, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tiêu hóa để được bác sĩ thăm khám.
Tôi cần tư vấn về cao huyết áp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về cao huyết áp.
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Mắt.
Dịch vụ nội soi có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ nội soi."
Tôi muốn gặp bác sĩ chuyên về đau dạ dày,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Tôi cần tư vấn về viêm phổi,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm phổi.
Khoa Răng Hàm Mặt làm việc khi nào?,"Khoa Răng Hàm Mặt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Triệu chứng mệt mỏi có nguy hiểm không?,Triệu chứng mệt mỏi có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Bệnh viện có khoa Tim mạch không?,"Có, bệnh viện có chuyên khoa Tim mạch."
Bệnh viện có khoa Tim mạch không?,"Có, bệnh viện có chuyên khoa Tim mạch."
Tôi cần tư vấn về viêm phổi,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm phổi.
"Tôi bị phát ban, đau mắt, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Khoa Tai Mũi Họng làm việc khi nào?,"Khoa Tai Mũi Họng làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Bệnh viện có khoa Ngoại không?,"Có, bệnh viện có chuyên khoa Ngoại."
Bệnh viện có khoa Tiêu hóa không?,"Có, bệnh viện có chuyên khoa Tiêu hóa."
Tôi có thể đặt lịch khám Ngoại ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Ngoại qua website hoặc tổng đài.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Tôi có thể đặt lịch khám Nội ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nội qua website hoặc tổng đài.
"Tôi bị sụt cân, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Phục hồi chức năng để được bác sĩ thăm khám.
"Tôi bị đau mắt, đau lưng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
